order_id,order_value,category,discount_pct,payment_method,past_orders,past_returns,account_age_days,city_tier,delivery_days,product_rating,returned
ORD101079,1272.11,Home,14.3,COD,4,0,5,Tier2,2,4.1,0
ORD101080,1829.83,Electronics,43.7,COD,0,0,380,Tier3,7,3.9,0
ORD101081,1283.87,Electronics,25.2,Prepaid,4,2,107,Tier2,3,3.6,0
ORD101082,1527.4,Books,11.0,COD,3,0,13,Metro,4,3.9,0
ORD101083,2385.28,Footwear,25.6,COD,4,1,519,Metro,3,3.5,0
ORD101084,1269.81,Apparel,51.1,COD,4,0,270,Tier3,8,4.7,1
ORD101085,2412.37,Footwear,28.1,Prepaid,5,0,40,Metro,9,3.6,1
ORD101086,1170.15,Beauty,23.6,Prepaid,5,1,127,Tier3,2,3.7,0
ORD101087,2144.34,Books,9.0,Prepaid,4,0,323,Metro,4,3.5,0
ORD101088,1649.86,Books,37.6,Prepaid,6,1,107,Metro,7,5.0,0
ORD101089,583.68,Books,17.2,Prepaid,6,0,975,Tier2,5,5.0,0
ORD101090,4445.24,Electronics,10.5,COD,6,0,140,Metro,1,4.9,1
ORD101091,1537.31,Home,26.0,Prepaid,4,0,664,Tier2,9,4.4,0
ORD101092,1509.35,Home,28.0,COD,5,3,108,Metro,7,4.5,0
ORD101093,370.84,Electronics,1.9,Prepaid,5,0,161,Metro,1,4.5,1
ORD101094,4019.67,Groceries,30.3,Prepaid,2,1,139,Tier2,8,3.6,0
ORD101095,478.44,Footwear,19.6,Prepaid,1,0,62,Tier3,4,4.9,0
ORD101096,196.51,Beauty,9.1,Prepaid,5,0,103,Metro,6,3.7,0
ORD101097,3576.76,Footwear,15.7,Prepaid,4,0,50,Tier2,5,5.0,0
ORD101098,353.98,Groceries,50.9,Prepaid,6,0,78,Metro,9,3.8,0
ORD101099,2769.33,Electronics,9.7,COD,6,0,168,Metro,4,4.1,1
ORD101100,2108.95,Apparel,42.7,COD,0,0,78,Metro,8,2.7,1
ORD101101,1007.4,Groceries,11.0,Prepaid,7,0,165,Tier2,5,3.6,0
ORD101102,771.56,Apparel,16.2,Prepaid,3,2,119,Metro,8,4.0,0
ORD101103,628.64,Home,36.4,Prepaid,6,0,40,Tier2,3,4.6,0
ORD101104,900.6,Electronics,32.7,Prepaid,4,1,216,Metro,7,4.9,0
ORD101105,470.39,Home,21.1,Prepaid,3,2,159,Metro,1,3.3,0
ORD101106,1050.85,Beauty,39.3,Prepaid,2,1,748,Tier3,1,4.5,1
ORD101107,610.32,Apparel,1.7,Prepaid,2,0,198,Metro,6,4.0,1
ORD101108,1949.0,Footwear,23.8,Prepaid,3,1,1,Metro,5,3.9,0
ORD101109,1306.23,Home,25.6,Prepaid,3,1,698,Metro,2,3.8,0
ORD101110,2083.03,Books,10.3,Prepaid,5,0,99,Tier2,8,4.5,0
ORD101111,3934.48,Footwear,6.0,COD,5,0,145,Tier3,3,3.2,0
ORD101112,3078.9,Electronics,14.8,Prepaid,6,1,342,Tier2,7,3.2,0
ORD101113,2995.18,Books,22.8,Prepaid,5,0,432,Tier3,7,4.2,0
ORD101114,758.5,Electronics,30.2,Prepaid,4,1,480,Tier2,1,3.3,0
ORD101115,1488.19,Groceries,6.6,COD,9,1,98,Metro,5,2.5,0
ORD101116,1409.44,Books,25.1,COD,0,0,772,Tier2,5,4.0,0
ORD101117,1866.14,Home,44.6,Prepaid,7,0,165,Metro,3,3.8,0
ORD101118,1634.54,Groceries,28.0,COD,4,1,109,Tier2,1,4.7,0
ORD101119,4317.05,Footwear,32.2,Prepaid,3,1,29,Metro,3,4.0,1
ORD101120,1154.35,Beauty,27.5,COD,3,1,1088,Tier2,5,3.5,1
ORD101121,1847.72,Apparel,31.6,Prepaid,8,0,1052,Tier2,3,3.8,1
ORD101122,103.89,Books,14.5,Prepaid,5,0,192,Metro,1,4.2,0
ORD101123,1170.88,Footwear,19.2,Prepaid,4,0,75,Tier2,7,4.5,1
ORD101124,1196.93,Electronics,10.0,Prepaid,5,0,44,Metro,3,2.9,0
ORD101125,414.85,Electronics,25.8,Prepaid,5,0,442,Metro,4,4.2,0
ORD101126,836.8,Books,46.5,COD,6,2,7,Tier2,6,4.0,1
ORD101127,2330.57,Beauty,34.2,Prepaid,8,2,2,Metro,4,3.8,0
ORD101128,2089.0,Apparel,21.4,Prepaid,6,0,249,Tier2,5,3.7,1
ORD101129,3351.32,Books,47.5,Prepaid,3,0,69,Tier2,1,3.8,0
ORD101130,1231.38,Beauty,9.9,Prepaid,3,0,245,Tier2,7,3.8,0
ORD101131,1223.05,Books,29.3,COD,5,0,3,Metro,4,4.8,0
ORD101132,1313.67,Apparel,34.5,Prepaid,3,0,237,Metro,5,4.5,0
ORD101133,1901.34,Books,6.5,Prepaid,4,0,76,Metro,5,3.8,0
ORD101134,709.76,Groceries,36.4,Prepaid,4,0,259,Metro,3,4.1,0
ORD101135,2411.9,Books,2.6,COD,4,1,104,Metro,8,3.8,0
ORD101136,1972.56,Beauty,20.9,COD,4,1,780,Metro,5,3.6,1
ORD101137,1648.96,Beauty,5.6,Prepaid,3,0,846,Metro,3,3.4,0
ORD101138,941.87,Footwear,20.6,Prepaid,5,0,102,Metro,4,2.4,1
ORD101139,2104.94,Electronics,9.9,Prepaid,6,1,402,Tier3,9,3.2,0
ORD101140,2904.07,Beauty,8.8,COD,5,0,61,Metro,8,3.1,0
ORD101141,333.69,Electronics,40.5,COD,1,0,19,Tier3,8,4.3,0
ORD101142,3384.67,Electronics,5.4,Prepaid,6,0,159,Metro,6,4.1,0
ORD101143,2536.28,Footwear,9.8,Prepaid,4,0,320,Metro,3,3.7,0
ORD101144,1057.72,Beauty,7.1,Prepaid,4,0,129,Metro,8,4.3,0
ORD101145,887.63,Home,25.3,Prepaid,5,2,75,Tier3,8,4.3,1
ORD101146,2720.32,Beauty,12.5,COD,3,0,222,Metro,3,4.9,0
ORD101147,370.43,Home,10.9,COD,6,1,195,Metro,2,4.1,0
ORD101148,860.29,Apparel,4.5,COD,6,1,340,Metro,2,4.9,0
ORD101149,81.38,Home,34.3,Prepaid,4,0,24,Metro,2,3.5,0
ORD101150,1557.49,Apparel,32.6,Prepaid,5,0,198,Metro,3,3.7,1
ORD101151,2039.89,Electronics,36.1,COD,3,1,305,Tier2,8,4.2,1
ORD101152,1241.16,Groceries,10.0,Prepaid,4,0,98,Tier2,4,4.4,0
ORD101153,2734.26,Home,26.9,Prepaid,4,1,4,Tier2,9,4.6,0
ORD101154,409.23,Books,13.1,Prepaid,4,0,150,Metro,2,4.2,0
ORD101155,2127.96,Electronics,31.9,Prepaid,3,0,200,Tier2,4,3.5,0
ORD101156,300.94,Apparel,24.4,Prepaid,3,0,436,Tier2,3,4.0,0
ORD101157,2053.8,Home,11.0,COD,5,0,195,Tier2,1,3.8,0
ORD101158,1249.73,Books,28.2,Prepaid,7,0,61,Tier2,7,4.0,0
ORD101159,2728.66,Apparel,29.8,COD,4,2,145,Metro,7,4.6,1
ORD101160,1064.63,Books,24.1,Prepaid,5,1,93,Tier2,8,3.8,0
ORD101161,4888.91,Beauty,8.0,Prepaid,3,1,791,Metro,7,3.8,0
ORD101162,2663.15,Electronics,32.6,Prepaid,4,0,230,Metro,4,4.1,0
ORD101163,2021.09,Apparel,37.3,COD,3,1,192,Tier3,4,2.6,1
ORD101164,5987.27,Books,15.8,COD,0,0,135,Metro,4,3.5,1
ORD101165,974.72,Beauty,4.6,Prepaid,2,0,138,Tier2,6,4.4,0
ORD101166,3736.2,Groceries,8.0,Prepaid,6,2,288,Tier3,6,4.0,1
ORD101167,488.53,Apparel,14.5,Prepaid,3,1,434,Tier2,9,4.8,0
ORD101168,1060.1,Groceries,3.6,Prepaid,5,1,302,Metro,3,3.6,0
ORD101169,1446.99,Beauty,21.4,Prepaid,6,1,408,Tier3,2,4.2,1
ORD101170,742.49,Groceries,23.5,Prepaid,5,2,930,Tier3,3,3.4,0
ORD101171,4106.3,Apparel,13.8,Prepaid,6,0,397,Metro,4,5.0,0
ORD101172,1361.35,Beauty,9.7,Prepaid,5,1,1079,Tier3,7,4.5,0
ORD101173,1629.05,Home,12.6,COD,2,0,678,Metro,8,4.4,0
ORD101174,950.62,Groceries,40.7,Prepaid,2,2,550,Tier2,7,3.4,0
ORD101175,1147.89,Beauty,23.2,COD,4,1,65,Metro,8,3.5,0
ORD101176,3761.13,Beauty,27.5,Prepaid,7,0,69,Metro,2,4.7,0
ORD101177,2051.45,Home,26.2,COD,4,0,217,Metro,9,3.0,1
ORD101178,2642.11,Home,22.7,COD,6,0,14,Metro,6,4.3,0
ORD101179,499.53,Home,31.8,COD,2,0,62,Tier2,1,3.7,0
ORD101180,819.65,Electronics,27.7,Prepaid,2,0,5,Metro,7,4.6,0
ORD101181,2894.75,Beauty,9.2,COD,5,2,670,Metro,6,3.9,0
ORD101182,967.17,Electronics,20.0,COD,2,0,7,Tier2,6,4.6,0
ORD101183,2519.53,Apparel,22.9,Prepaid,1,0,579,Metro,6,4.0,0
ORD101184,1250.1,Home,21.9,COD,2,0,417,Metro,8,4.0,0
ORD101185,161.85,Books,5.2,Prepaid,5,1,241,Tier2,1,3.2,0
ORD101186,2478.7,Groceries,8.4,COD,2,1,139,Metro,7,2.8,0
ORD101187,470.85,Footwear,16.6,Prepaid,6,1,76,Tier2,2,3.6,0
ORD101188,2386.98,Groceries,5.4,COD,3,0,412,Metro,8,3.6,0
ORD101189,1577.69,Home,15.1,COD,7,0,565,Metro,3,3.8,1
ORD101190,1514.08,Home,32.7,Prepaid,0,0,383,Tier3,4,4.4,0
ORD101191,2954.48,Footwear,23.1,COD,3,1,378,Metro,3,4.1,0
ORD101192,1707.34,Beauty,15.5,Prepaid,2,0,412,Tier2,6,3.5,0
ORD101193,864.91,Groceries,15.1,Prepaid,5,1,5,Metro,5,3.7,0
ORD101194,1708.93,Footwear,31.7,Prepaid,8,0,78,Tier2,2,4.0,0
ORD101195,976.02,Electronics,7.7,COD,3,0,184,Tier2,3,3.5,0
ORD101196,2629.63,Books,8.1,COD,9,1,291,Tier3,5,3.4,0
ORD101197,1238.35,Apparel,23.2,COD,6,0,50,Metro,4,3.7,0
ORD101198,1476.42,Footwear,9.9,Prepaid,4,0,789,Metro,3,4.1,1
ORD101199,1354.6,Footwear,6.4,COD,3,2,154,Metro,2,5.0,1
ORD101200,1075.08,Apparel,40.6,COD,2,0,121,Metro,1,3.9,0
ORD101201,1770.42,Electronics,7.0,COD,5,0,72,Tier2,1,5.0,0
ORD101202,3187.58,Footwear,3.5,Prepaid,6,0,14,Metro,2,3.7,0
ORD101203,2037.67,Groceries,16.2,COD,5,0,608,Metro,8,4.9,0
ORD101204,2131.75,Beauty,38.7,COD,5,3,33,Tier2,6,3.7,1
ORD101205,697.09,Books,19.3,Prepaid,1,0,265,Metro,6,4.2,0
ORD101206,2219.64,Books,23.0,Prepaid,5,1,93,Metro,8,3.7,1
ORD101207,377.03,Footwear,21.6,Prepaid,7,0,312,Metro,1,3.9,0
ORD101208,2140.61,Beauty,24.7,COD,6,3,356,Metro,8,4.4,1
ORD101209,249.32,Apparel,41.2,COD,0,0,234,Metro,3,4.7,0
ORD101210,1871.14,Footwear,12.0,Prepaid,8,0,487,Tier3,8,3.6,1
ORD101211,516.12,Home,8.6,COD,8,0,1010,Tier2,3,4.0,1
ORD101212,4644.33,Groceries,5.9,Prepaid,6,0,441,Tier2,8,3.7,0
ORD101213,859.63,Electronics,55.3,COD,2,1,308,Tier2,7,3.0,1
ORD101214,1173.13,Footwear,11.5,COD,4,0,548,Metro,4,4.0,1
ORD101215,477.57,Beauty,5.9,COD,3,1,582,Metro,3,3.4,0
ORD101216,1304.99,Footwear,11.7,Prepaid,2,0,61,Metro,9,3.9,0
ORD101217,1274.65,Beauty,22.6,COD,5,1,314,Tier2,7,4.2,0
ORD101218,4480.18,Groceries,18.8,COD,6,0,2251,Metro,3,3.7,1
ORD101219,2933.82,Books,13.4,COD,2,1,498,Metro,6,3.1,0
ORD101220,616.49,Groceries,28.3,Prepaid,2,0,5,Tier2,6,4.3,0
ORD101221,192.84,Footwear,11.6,Prepaid,2,0,40,Metro,9,4.3,1
ORD101222,2182.81,Groceries,7.3,Prepaid,3,2,361,Metro,4,4.9,0
ORD101223,733.64,Beauty,5.6,COD,4,0,49,Metro,7,4.2,1
ORD101224,1823.5,Home,47.5,Prepaid,4,0,72,Metro,5,4.4,0
ORD101225,1756.6,Beauty,6.4,Prepaid,4,1,188,Metro,8,4.5,0
ORD101226,60.67,Home,25.1,Prepaid,2,1,7,Metro,6,4.2,0
ORD101227,1127.91,Beauty,11.0,COD,6,2,942,Tier2,9,2.2,1
ORD101228,1017.31,Books,22.5,Prepaid,5,0,216,Metro,1,3.7,0
ORD101229,1024.94,Beauty,17.1,COD,6,0,252,Tier2,9,3.8,0
ORD101230,1230.54,Groceries,4.0,Prepaid,4,0,43,Metro,8,4.7,0
ORD101231,549.63,Groceries,33.3,Prepaid,4,0,93,Tier3,8,4.3,0
ORD101232,1890.84,Groceries,23.3,COD,5,1,650,Metro,5,3.4,1
ORD101233,313.67,Home,9.0,COD,5,2,564,Metro,3,3.6,0
ORD101234,2984.79,Groceries,9.1,COD,2,0,123,Metro,2,3.6,0
ORD101235,2556.22,Footwear,17.1,Prepaid,4,0,231,Tier2,3,3.3,0
ORD101236,1266.77,Home,34.9,Prepaid,2,0,846,Metro,4,4.7,0
ORD101237,1496.07,Electronics,12.4,COD,5,0,100,Tier3,6,3.7,1
ORD101238,730.68,Groceries,13.4,COD,0,0,61,Tier2,5,3.6,0
ORD101239,1308.94,Apparel,28.2,Prepaid,6,1,1360,Metro,9,4.3,0
ORD101240,904.76,Books,14.6,COD,4,1,336,Metro,1,4.2,0
ORD101241,3523.41,Groceries,9.2,COD,2,1,859,Tier3,7,2.8,1
ORD101242,1624.05,Home,23.3,Prepaid,5,0,90,Tier2,6,5.0,0
ORD101243,1193.9,Groceries,22.7,Prepaid,7,0,64,Tier3,9,3.9,0
ORD101244,1988.56,Home,37.1,COD,0,0,122,Metro,4,4.2,0
ORD101245,2222.1,Beauty,3.9,COD,9,0,476,Metro,5,4.4,1
ORD101246,3277.05,Electronics,36.6,Prepaid,3,0,451,Tier2,5,3.3,0
ORD101247,1564.38,Beauty,19.6,Prepaid,3,1,45,Metro,1,5.0,1
ORD101248,935.27,Electronics,47.2,COD,4,0,361,Metro,4,4.5,0
ORD101249,396.0,Footwear,28.4,COD,5,1,183,Tier2,8,3.3,1
ORD101250,1485.97,Groceries,30.6,COD,1,0,192,Tier2,5,3.8,0
ORD101251,1216.34,Home,37.8,COD,7,0,339,Metro,6,3.6,0
ORD101252,1698.78,Groceries,44.3,COD,7,2,467,Tier2,7,4.4,1
ORD101253,1726.36,Groceries,34.4,COD,5,0,172,Tier3,5,3.6,0
ORD101254,5174.32,Electronics,28.0,Prepaid,3,0,509,Metro,9,4.8,0
ORD101255,427.9,Home,18.8,Prepaid,3,1,577,Metro,5,4.5,0
ORD101256,463.47,Home,30.0,Prepaid,6,2,464,Metro,6,2.1,0
ORD101257,169.29,Apparel,21.7,Prepaid,4,1,0,Metro,4,3.6,1
ORD101258,1013.21,Groceries,7.2,Prepaid,2,1,483,Metro,1,3.5,0
ORD101259,870.0,Groceries,9.9,Prepaid,4,0,485,Metro,5,3.6,0
ORD101260,763.97,Groceries,28.8,COD,3,1,208,Metro,2,3.0,0
ORD101261,402.78,Groceries,23.1,Prepaid,4,1,117,Metro,7,3.1,0
ORD101262,2030.75,Beauty,3.5,COD,5,0,92,Metro,7,4.1,0
ORD101263,2104.92,Books,24.5,Prepaid,5,1,48,Metro,5,3.9,0
ORD101264,1273.5,Home,22.3,Prepaid,3,0,1007,Tier3,7,3.4,0
ORD101265,1267.0,Home,24.7,COD,1,1,154,Tier2,6,2.3,1
ORD101266,1964.14,Electronics,18.5,Prepaid,6,1,642,Tier3,4,3.5,0
ORD101267,1375.17,Groceries,26.1,COD,6,1,106,Tier2,3,3.0,0
ORD101268,991.08,Books,10.0,COD,7,1,346,Metro,3,4.5,0
ORD101269,90.41,Beauty,27.9,COD,5,1,81,Tier3,5,3.3,0
ORD101270,1565.74,Electronics,3.2,COD,4,1,72,Metro,1,3.9,0
ORD101271,675.8,Electronics,8.0,COD,5,0,568,Metro,3,3.1,1
ORD101272,1152.49,Apparel,12.2,COD,2,1,521,Metro,6,3.4,1
ORD101273,1326.27,Books,41.5,Prepaid,5,1,161,Metro,4,3.2,0
ORD101274,3908.49,Books,16.6,Prepaid,2,0,467,Tier2,2,3.9,0
ORD101275,820.86,Groceries,15.5,Prepaid,9,1,157,Tier3,9,3.3,0
ORD101276,790.78,Books,11.3,Prepaid,6,0,281,Metro,3,4.1,0
ORD101277,4680.91,Books,14.3,Prepaid,3,1,610,Metro,4,3.4,0
ORD101278,276.26,Beauty,10.1,Prepaid,6,0,238,Metro,4,3.7,0
ORD101279,1246.85,Groceries,27.3,COD,3,1,534,Tier2,3,3.7,0
ORD101280,3063.29,Books,14.9,Prepaid,5,1,298,Tier3,7,4.5,0
ORD101281,2526.88,Home,25.5,Prepaid,3,1,644,Metro,7,4.1,0
ORD101282,634.45,Electronics,38.4,COD,4,1,68,Metro,4,2.9,0
ORD101283,3892.9,Books,16.1,COD,8,1,98,Tier2,2,3.4,0
ORD101284,2563.7,Home,14.2,COD,2,0,43,Tier3,1,3.9,1
ORD101285,2734.24,Footwear,26.4,Prepaid,1,0,447,Metro,9,3.7,0
ORD101286,1184.11,Electronics,13.4,COD,5,1,161,Tier2,8,3.9,1
ORD101287,2657.06,Books,5.6,Prepaid,5,0,235,Metro,6,3.9,0
ORD101288,3633.35,Groceries,13.5,Prepaid,4,0,23,Tier2,1,3.4,0
ORD101289,481.74,Beauty,4.8,Prepaid,3,0,427,Tier2,2,3.4,0
ORD101290,1039.91,Groceries,20.1,COD,3,1,235,Metro,8,3.7,1
ORD101291,3266.9,Beauty,22.1,Prepaid,4,0,740,Metro,1,4.2,0
ORD101292,1438.58,Books,14.8,Prepaid,3,0,690,Tier3,6,4.6,0
ORD101293,724.45,Books,22.2,Prepaid,2,1,490,Tier3,8,4.2,1
ORD101294,390.2,Footwear,4.3,Prepaid,2,1,74,Metro,4,4.3,1
ORD101295,1132.79,Electronics,23.9,Prepaid,5,0,222,Metro,9,4.5,0
ORD101296,1846.11,Footwear,15.8,Prepaid,5,1,19,Tier2,2,4.0,0
ORD101297,708.36,Apparel,16.6,COD,3,1,86,Tier2,4,4.8,0
ORD101298,671.39,Footwear,17.2,Prepaid,4,0,115,Metro,5,3.7,1
ORD101299,370.73,Electronics,38.6,COD,6,2,89,Metro,9,3.6,0
ORD101300,2107.21,Groceries,33.4,Prepaid,6,0,146,Tier2,6,4.2,0
ORD101301,588.12,Books,18.9,Prepaid,3,1,27,Metro,1,3.5,0
ORD101302,998.84,Beauty,37.1,Prepaid,6,0,33,Tier2,7,4.3,0
ORD101303,1931.54,Electronics,15.5,Prepaid,2,0,29,Tier2,7,2.8,0
ORD101304,2042.94,Beauty,13.8,COD,6,0,321,Tier2,6,3.5,1
ORD101305,1667.88,Beauty,18.9,Prepaid,1,1,89,Metro,6,3.7,0
ORD101306,2655.43,Home,14.4,Prepaid,6,0,271,Metro,3,4.3,0
ORD101307,1581.48,Beauty,30.2,COD,4,1,209,Metro,9,4.2,0
ORD101308,3046.21,Groceries,4.2,Prepaid,5,1,8,Metro,9,3.3,0
ORD101309,949.29,Electronics,27.9,Prepaid,7,1,78,Tier2,9,4.4,0
ORD101310,5059.17,Beauty,11.9,Prepaid,5,0,110,Metro,7,4.5,1
ORD101311,1431.4,Books,19.1,Prepaid,7,0,177,Tier3,7,5.0,0
ORD101312,581.32,Books,29.6,COD,5,1,31,Metro,6,3.3,0
ORD101313,1610.08,Electronics,15.6,Prepaid,5,0,49,Tier2,3,4.3,0
ORD101314,1875.52,Footwear,8.3,Prepaid,6,2,394,Metro,9,4.0,1
ORD101315,240.19,Groceries,5.8,Prepaid,3,0,167,Metro,9,4.5,0
ORD101316,750.93,Groceries,4.2,Prepaid,3,0,170,Metro,1,3.9,0
ORD101317,766.42,Groceries,31.0,COD,8,1,82,Metro,9,4.5,0
ORD101318,805.9,Home,17.0,Prepaid,3,2,175,Tier2,8,4.6,0
ORD101319,4586.79,Apparel,1.9,COD,6,2,28,Metro,2,3.9,0
ORD101320,1948.81,Beauty,17.1,Prepaid,4,1,113,Tier2,4,3.8,0
ORD101321,580.67,Books,17.7,Prepaid,8,0,18,Metro,6,3.2,0
ORD101322,4250.37,Home,11.3,COD,3,1,40,Tier3,7,4.7,1
ORD101323,138.96,Home,24.7,Prepaid,3,1,545,Tier2,4,3.7,0
ORD101324,1130.75,Apparel,17.7,Prepaid,4,0,20,Metro,5,3.7,0
ORD101325,1573.83,Footwear,27.6,COD,3,0,302,Metro,7,3.9,1
ORD101326,434.22,Apparel,13.9,Prepaid,8,1,240,Metro,9,3.1,1
ORD101327,1583.66,Groceries,25.0,Prepaid,5,1,419,Metro,1,3.7,0
ORD101328,1676.23,Apparel,18.8,COD,1,1,70,Metro,4,4.1,1
ORD101329,1063.45,Footwear,22.8,Prepaid,5,1,318,Tier2,2,3.5,0
ORD101330,2210.8,Groceries,22.9,Prepaid,2,2,585,Metro,2,3.5,0
ORD101331,485.87,Beauty,12.9,Prepaid,6,2,364,Metro,9,4.4,1
ORD101332,274.18,Apparel,44.0,Prepaid,4,0,230,Metro,8,4.6,0
ORD101333,2379.26,Books,20.8,Prepaid,1,0,186,Tier3,1,3.8,0
ORD101334,1151.4,Footwear,7.3,Prepaid,5,1,172,Metro,8,4.1,0
ORD101335,2298.27,Groceries,20.9,COD,5,0,77,Tier3,5,4.6,0
ORD101336,1512.91,Footwear,24.1,Prepaid,6,0,72,Tier3,3,3.4,0
ORD101337,2642.04,Beauty,18.3,Prepaid,2,1,552,Tier3,3,3.4,0
ORD101338,1851.58,Books,2.0,Prepaid,5,0,504,Tier2,7,4.0,0
ORD101339,830.57,Home,7.3,COD,1,0,300,Metro,1,3.6,0
ORD101340,2809.61,Electronics,25.4,Prepaid,3,1,18,Tier3,7,3.8,0
ORD101341,1335.38,Beauty,9.1,Prepaid,3,3,45,Tier2,9,3.8,0
ORD101342,1274.16,Home,4.5,COD,2,2,165,Tier3,7,4.5,1
ORD101343,2242.6,Beauty,2.5,COD,4,1,7,Metro,7,3.9,0
ORD101344,946.24,Books,12.1,COD,3,1,1287,Tier2,7,3.0,0
ORD101345,1326.44,Beauty,22.1,Prepaid,6,0,43,Metro,6,3.1,0
ORD101346,1193.75,Groceries,6.8,Prepaid,4,3,76,Metro,4,4.5,0
ORD101347,1307.26,Beauty,13.3,Prepaid,8,1,42,Tier3,7,4.9,0
ORD101348,436.8,Beauty,22.9,Prepaid,3,1,213,Metro,3,4.6,0
ORD101349,3572.52,Home,14.8,COD,6,0,751,Tier3,1,4.5,0
ORD101350,189.26,Apparel,40.5,Prepaid,4,0,105,Metro,2,4.3,1
ORD101351,2539.39,Home,12.1,Prepaid,6,0,34,Metro,8,4.4,1
ORD101352,1888.38,Beauty,14.3,COD,6,0,574,Tier2,9,3.5,0
ORD101353,2067.37,Footwear,11.6,Prepaid,8,0,41,Metro,4,3.8,0
ORD101354,1030.16,Footwear,16.3,COD,3,2,82,Metro,1,4.3,1
ORD101355,3098.23,Groceries,6.0,COD,1,0,18,Tier2,3,4.5,0
ORD101356,472.41,Groceries,20.5,Prepaid,6,1,9,Tier2,6,3.1,0
ORD101357,3364.83,Books,36.4,Prepaid,2,2,209,Tier2,3,3.1,0
ORD101358,2902.68,Home,5.5,Prepaid,4,0,5,Tier2,3,3.2,0
ORD101359,4265.61,Footwear,18.7,Prepaid,3,0,10,Metro,2,4.3,0
ORD101360,1996.41,Footwear,5.7,Prepaid,4,0,535,Metro,3,3.7,0
ORD101361,759.93,Footwear,15.0,COD,2,1,18,Tier2,1,3.6,1
ORD101362,506.53,Home,7.3,Prepaid,4,1,302,Tier2,2,4.0,0
ORD101363,571.77,Electronics,5.1,COD,1,0,34,Metro,7,4.2,0
ORD101364,542.74,Beauty,6.2,Prepaid,6,2,929,Metro,6,4.7,0
ORD101365,553.55,Books,27.6,Prepaid,4,0,121,Metro,2,4.7,0
ORD101366,1570.93,Footwear,14.3,COD,2,2,386,Tier3,7,4.1,1
ORD101367,5240.68,Electronics,13.4,Prepaid,2,0,292,Metro,7,3.6,1
ORD101368,492.24,Beauty,13.3,Prepaid,5,1,270,Tier2,8,3.6,0
ORD101369,1695.02,Footwear,25.6,COD,2,0,116,Tier2,1,4.2,0
ORD101370,1974.97,Beauty,12.0,COD,2,0,177,Tier3,3,4.8,0
ORD101371,1129.39,Books,13.1,Prepaid,5,1,352,Metro,6,4.4,0
ORD101372,2921.02,Electronics,40.0,Prepaid,3,3,36,Tier2,1,3.7,0
ORD101373,1150.78,Footwear,28.5,COD,5,0,29,Tier2,8,3.3,0
ORD101374,820.02,Footwear,11.2,COD,3,0,33,Metro,4,4.2,0
ORD101375,3002.31,Home,2.6,Prepaid,3,1,1171,Tier2,6,5.0,0
ORD101376,1094.44,Apparel,4.3,COD,3,0,275,Tier3,6,4.5,0
ORD101377,1308.38,Books,1.7,Prepaid,4,0,300,Tier2,3,5.0,0
ORD101378,1712.2,Books,6.8,COD,6,2,470,Metro,7,4.4,0
ORD101379,1165.83,Beauty,44.3,Prepaid,4,0,410,Tier2,2,4.2,0
ORD101380,1191.91,Books,15.1,Prepaid,6,1,196,Metro,8,4.6,0
ORD101381,1096.96,Home,15.6,COD,4,1,375,Metro,9,3.7,1
ORD101382,947.97,Electronics,16.3,Prepaid,3,0,5,Metro,2,5.0,0
ORD101383,2052.63,Electronics,29.4,Prepaid,8,1,43,Tier2,7,4.1,0
ORD101384,438.51,Apparel,16.9,Prepaid,0,0,105,Tier2,6,4.7,1
ORD101385,463.68,Apparel,23.8,COD,4,1,134,Tier3,3,3.3,1
ORD101386,401.24,Groceries,2.6,Prepaid,3,0,1125,Tier3,3,3.8,1
ORD101387,1409.99,Beauty,26.3,COD,4,2,8,Tier2,4,3.9,0
ORD101388,937.05,Beauty,25.3,Prepaid,4,1,618,Tier3,8,3.5,0
ORD101389,1542.44,Apparel,19.4,Prepaid,5,0,417,Tier3,4,4.5,1
ORD101390,1692.4,Books,7.6,COD,2,0,278,Tier2,2,4.3,0
ORD101391,960.81,Groceries,24.4,Prepaid,2,2,298,Metro,9,3.4,0
ORD101392,1200.55,Beauty,24.8,Prepaid,6,1,504,Metro,7,5.0,0
ORD101393,376.92,Beauty,6.3,Prepaid,3,1,272,Metro,6,5.0,1
ORD101394,1917.24,Home,20.0,COD,5,1,5,Metro,8,4.6,1
ORD101395,3689.67,Footwear,13.1,Prepaid,3,2,61,Tier2,2,4.1,0
ORD101396,329.75,Electronics,3.2,COD,3,0,862,Metro,4,3.1,1
ORD101397,1502.92,Footwear,13.7,COD,2,1,170,Tier3,6,2.9,1
ORD101398,975.67,Electronics,28.0,COD,7,0,122,Tier3,7,3.8,0
ORD101399,2158.18,Apparel,24.8,Prepaid,6,0,163,Tier2,5,4.4,1
ORD101400,243.74,Beauty,4.4,Prepaid,5,0,119,Metro,7,4.3,0
ORD101401,1491.51,Home,23.4,COD,6,0,171,Tier2,2,3.8,1
ORD101402,338.69,Electronics,25.3,COD,3,1,9,Metro,9,3.3,1
ORD101403,473.8,Beauty,9.6,Prepaid,3,0,337,Tier3,3,3.9,0
ORD101404,779.02,Books,11.3,COD,2,0,207,Metro,9,3.7,1
ORD101405,1259.19,Footwear,5.5,Prepaid,5,0,248,Metro,3,4.0,0
ORD101406,59.41,Groceries,15.0,COD,3,1,244,Metro,4,3.8,0
ORD101407,1492.76,Beauty,13.6,COD,4,0,95,Tier3,3,4.2,0
